sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-005936,60,Northwind Textiles Inc,North America,2026-08-08,Shrink wrapper,7,918.67,6430.69,cancelled,at_risk
SO-005433,1,Harbourline Logistics Ltd,EMEA,2026-08-08,Weighing station,4,723.40,2893.60,pending,at_risk
SO-005441,32,Pinehurst Foods BV,LATAM,2026-08-08,Conveyor belt,12,575.12,6901.44,completed,completed
SO-005335,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-08,Weighing station,6,75.41,452.46,completed,completed
SO-005941,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-08,Handheld terminal,12,855.95,10271.40,pending,at_risk
SO-005670,50,Foxglove Analytics SA,North America,2026-08-08,Shrink wrapper,16,914.38,14630.08,completed,completed
SO-005940,2,Cedarcrest Logistics Ltd,LATAM,2026-08-08,Strapping machine,11,46.27,508.97,completed,completed
SO-005889,278,Thistledown Textiles BV,APAC,2026-08-08,Conveyor belt,10,559.60,5596.00,completed,completed
SO-005988,450,Foxglove Analytics BV,North America,2026-08-08,Label printer,9,72.36,651.24,completed,completed
SO-005992,448,Granite Analytics BV,APAC,2026-08-08,Shrink wrapper,13,826.67,10746.71,pending,at_risk
SO-005294,216,Marlowe Logistics Ltd,EMEA,2026-08-08,Dock leveller,15,133.26,1998.90,completed,completed
SO-005239,481,Harbourline Medical Inc,EMEA,2026-08-08,Tote bin,10,720.11,7201.10,completed,completed
SO-005511,113,Silverbrook Robotics GmbH,APAC,2026-08-08,Conveyor belt,7,898.52,6289.64,completed,completed
SO-005583,1,Harbourline Logistics Ltd,EMEA,2026-08-08,Barcode scanner,4,253.38,1013.52,completed,completed
SO-005424,99,Windermere Medical BV,UK & Ireland,2026-08-08,Safety cage,20,848.26,16965.20,cancelled,at_risk
SO-005446,34,Alderway Foods BV,UK & Ireland,2026-08-08,Shrink wrapper,17,831.05,14127.85,pending,at_risk
SO-005971,27,Kestrel Foods Inc,LATAM,2026-08-09,Sorting arm,17,368.61,6266.37,cancelled,at_risk
SO-005358,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Label printer,4,88.70,354.80,completed,completed
SO-005301,230,Foxglove Foods SA,North America,2026-08-09,Conveyor belt,22,76.70,1687.40,completed,completed
SO-005274,107,Kestrel Robotics Ltd,LATAM,2026-08-09,Label printer,20,202.92,4058.40,completed,completed
SO-005768,273,Silverbrook Textiles BV,APAC,2026-08-09,Shrink wrapper,14,702.45,9834.30,pending,at_risk
SO-005563,17,Ravensgate Logistics SA,LATAM,2026-08-09,Handheld terminal,9,867.81,7810.29,completed,completed
SO-005618,31,Sablewood Foods BV,EMEA,2026-08-09,Strapping machine,14,367.25,5141.50,cancelled,at_risk
SO-005660,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Strapping machine,6,758.52,4551.12,completed,completed
SO-005587,217,Ravensgate Logistics GmbH,LATAM,2026-08-09,Weighing station,8,26.46,211.68,completed,completed
SO-005866,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Shrink wrapper,12,744.25,8931.00,completed,completed
SO-005713,96,Marlowe Medical Inc,EMEA,2026-08-09,Weighing station,9,480.70,4326.30,completed,completed
SO-005406,208,Granite Logistics BV,APAC,2026-08-09,Dock leveller,2,684.94,1369.88,completed,completed
SO-005995,138,Thistledown Freight BV,APAC,2026-08-09,Tote bin,16,590.44,9447.04,pending,at_risk
SO-005605,313,Silverbrook Robotics BV,APAC,2026-08-09,Handheld terminal,1,753.91,753.91,completed,completed
SO-005980,7,Kestrel Logistics GmbH,LATAM,2026-08-09,Dock leveller,1,943.68,943.68,completed,completed
SO-005657,77,Ravensgate Textiles GmbH,LATAM,2026-08-09,Weighing station,3,942.61,2827.83,cancelled,at_risk
SO-005683,52,Pinehurst Analytics SA,LATAM,2026-08-09,Forklift battery,4,19.67,78.68,completed,completed
SO-005731,289,Meridian Medical GmbH,UK & Ireland,2026-08-09,Handheld terminal,2,829.90,1659.80,completed,completed
SO-005741,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Weighing station,12,772.48,9269.76,cancelled,at_risk
SO-005779,103,Blue Ridge Robotics BV,APAC,2026-08-09,Barcode scanner,25,830.23,20755.75,cancelled,at_risk
SO-005844,93,Silverbrook Medical Inc,APAC,2026-08-09,Safety cage,15,845.88,12688.20,completed,completed
SO-005439,40,Northwind Analytics Ltd,North America,2026-08-09,Sorting arm,10,731.44,7314.40,pending,at_risk
SO-005857,152,Pinehurst Ceramics GmbH,LATAM,2026-08-09,Handheld terminal,3,648.81,1946.43,cancelled,at_risk
SO-005421,253,Silverbrook Analytics GmbH,APAC,2026-08-09,Tote bin,17,610.90,10385.30,pending,at_risk
SO-005252,201,Harbourline Logistics Inc,EMEA,2026-08-09,Dock leveller,23,67.90,1561.70,completed,completed
SO-005233,461,Harbourline Textiles Ltd,EMEA,2026-08-09,Barcode scanner,4,417.91,1671.64,completed,completed
SO-005903,270,Foxglove Textiles Inc,North America,2026-08-09,Conveyor belt,24,452.16,10851.84,pending,at_risk
SO-005622,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Pallet rack,18,837.42,15073.56,pending,at_risk
SO-005685,22,Cedarcrest Foods Inc,LATAM,2026-08-09,Weighing station,6,78.67,472.02,completed,completed
SO-005592,82,Cedarcrest Medical GmbH,LATAM,2026-08-09,Safety cage,13,206.12,2679.56,cancelled,at_risk
SO-005744,177,Ravensgate Instruments Ltd,LATAM,2026-08-09,Strapping machine,15,274.44,4116.60,completed,completed
SO-005639,1,Harbourline Logistics Ltd,EMEA,2026-08-09,Barcode scanner,10,406.22,4062.20,completed,completed
SO-005681,27,Kestrel Foods Inc,LATAM,2026-08-10,Barcode scanner,2,32.80,65.60,completed,completed
SO-005632,402,Cedarcrest Logistics SA,LATAM,2026-08-10,Strapping machine,3,678.96,2036.88,completed,completed
SO-005878,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-10,Cold-chain container,24,651.60,15638.40,completed,completed
SO-005638,5,Summit Logistics Ltd,North America,2026-08-10,Label printer,9,79.43,714.87,completed,completed
SO-005707,43,Blue Ridge Analytics GmbH,APAC,2026-08-10,Conveyor belt,3,534.85,1604.55,completed,completed
SO-005374,1,Harbourline Logistics Ltd,EMEA,2026-08-10,Cold-chain container,20,128.22,2564.40,completed,completed
SO-005898,419,Windermere Logistics BV,UK & Ireland,2026-08-10,Strapping machine,19,114.89,2182.91,completed,completed
SO-005623,48,Granite Analytics GmbH,APAC,2026-08-10,Conveyor belt,19,419.20,7964.80,cancelled,at_risk
SO-005974,70,Foxglove Textiles Ltd,North America,2026-08-10,Label printer,20,234.22,4684.40,completed,completed
SO-005394,94,Alderway Medical Inc,UK & Ireland,2026-08-10,Strapping machine,15,677.44,10161.60,completed,completed
SO-005835,1,Harbourline Logistics Ltd,EMEA,2026-08-10,Barcode scanner,6,135.36,812.16,completed,completed
SO-005821,308,Granite Robotics BV,APAC,2026-08-10,Barcode scanner,17,53.10,902.70,completed,completed
SO-005712,13,Silverbrook Logistics GmbH,APAC,2026-08-10,Shrink wrapper,8,342.07,2736.56,cancelled,at_risk
SO-005337,180,Northwind Chemicals Ltd,North America,2026-08-10,Tote bin,8,885.41,7083.28,pending,at_risk
SO-005912,472,Pinehurst Textiles SA,LATAM,2026-08-10,Strapping machine,8,206.31,1650.48,completed,completed
SO-005641,109,Meridian Robotics Ltd,UK & Ireland,2026-08-10,Forklift battery,12,806.79,9681.48,pending,at_risk
SO-005764,188,Granite Chemicals GmbH,APAC,2026-08-10,Label printer,10,219.62,2196.20,completed,completed
SO-005425,284,Ironvale Medical Ltd,UK & Ireland,2026-08-10,Sorting arm,21,580.43,12189.03,cancelled,at_risk
SO-005399,30,Foxglove Foods BV,North America,2026-08-10,Conveyor belt,20,788.43,15768.60,pending,at_risk
SO-005345,17,Ravensgate Logistics SA,LATAM,2026-08-10,Barcode scanner,16,218.22,3491.52,completed,completed
SO-005696,363,Blue Ridge Instruments GmbH,APAC,2026-08-10,Cold-chain container,17,687.59,11689.03,completed,completed
SO-005477,75,Copperfield Textiles Ltd,North America,2026-08-10,Tote bin,23,951.63,21887.49,completed,completed
SO-005554,11,Sablewood Logistics GmbH,EMEA,2026-08-10,Label printer,25,679.27,16981.75,completed,completed
SO-005514,11,Sablewood Logistics GmbH,EMEA,2026-08-10,Cold-chain container,10,349.67,3496.70,cancelled,at_risk
SO-005646,54,Alderway Analytics SA,UK & Ireland,2026-08-10,Strapping machine,17,920.26,15644.42,cancelled,at_risk
SO-005333,341,Harbourline Ceramics Inc,EMEA,2026-08-11,Forklift battery,4,747.08,2988.32,pending,at_risk
SO-005849,20,Northwind Foods SA,North America,2026-08-11,Barcode scanner,20,315.26,6305.20,pending,at_risk
SO-005656,135,Copperfield Freight BV,North America,2026-08-11,Shrink wrapper,2,677.23,1354.46,completed,completed
SO-005432,169,Meridian Instruments BV,UK & Ireland,2026-08-11,Shrink wrapper,3,685.38,2056.14,completed,completed
SO-005451,17,Ravensgate Logistics SA,LATAM,2026-08-11,Handheld terminal,22,294.14,6471.08,cancelled,at_risk
SO-005703,7,Kestrel Logistics GmbH,LATAM,2026-08-11,Handheld terminal,24,185.64,4455.36,pending,at_risk
SO-005321,18,Thistledown Logistics SA,APAC,2026-08-11,Weighing station,17,194.43,3305.31,completed,completed
SO-005318,139,Windermere Freight BV,UK & Ireland,2026-08-11,Cold-chain container,14,32.71,457.94,completed,completed
SO-005830,270,Foxglove Textiles Inc,North America,2026-08-11,Safety cage,1,704.80,704.80,completed,completed
SO-005465,198,Thistledown Chemicals Inc,APAC,2026-08-11,Handheld terminal,11,548.63,6034.93,pending,at_risk
SO-005651,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Conveyor belt,22,281.27,6187.94,completed,completed
SO-005879,11,Sablewood Logistics GmbH,EMEA,2026-08-11,Forklift battery,25,213.87,5346.75,completed,completed
SO-005317,28,Granite Foods BV,APAC,2026-08-11,Barcode scanner,13,747.31,9715.03,cancelled,at_risk
SO-006004,56,Marlowe Analytics Inc,EMEA,2026-08-11,Cold-chain container,25,362.84,9071.00,pending,at_risk
SO-005645,175,Copperfield Instruments Ltd,North America,2026-08-11,Tote bin,16,748.37,11973.92,pending,at_risk
SO-005231,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Conveyor belt,2,583.66,1167.32,pending,at_risk
SO-005565,13,Silverbrook Logistics GmbH,APAC,2026-08-11,Sorting arm,11,726.47,7991.17,pending,at_risk
SO-005763,6,Lakeshore Logistics Ltd,EMEA,2026-08-11,Conveyor belt,9,595.52,5359.68,cancelled,at_risk
SO-005391,17,Ravensgate Logistics SA,LATAM,2026-08-11,Weighing station,12,684.44,8213.28,completed,completed
SO-005760,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Safety cage,6,592.82,3556.92,completed,completed
SO-005449,35,Copperfield Foods Ltd,North America,2026-08-11,Tote bin,20,99.80,1996.00,completed,completed
SO-005631,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Tote bin,2,813.90,1627.80,completed,completed
SO-005705,16,Marlowe Logistics SA,EMEA,2026-08-11,Sorting arm,1,749.64,749.64,completed,completed
SO-005724,2,Cedarcrest Logistics Ltd,LATAM,2026-08-11,Cold-chain container,20,224.62,4492.40,completed,completed
SO-005811,435,Copperfield Foods SA,North America,2026-08-11,Weighing station,7,802.67,5618.69,completed,completed
SO-005693,321,Harbourline Freight Ltd,EMEA,2026-08-11,Conveyor belt,14,264.85,3707.90,completed,completed
SO-005937,3,Blue Ridge Logistics Ltd,APAC,2026-08-11,Weighing station,8,122.24,977.92,completed,completed
SO-005541,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Barcode scanner,12,914.36,10972.32,pending,at_risk
SO-005323,1,Harbourline Logistics Ltd,EMEA,2026-08-11,Tote bin,19,355.16,6748.04,completed,completed
SO-005287,226,Lakeshore Foods SA,EMEA,2026-08-12,Conveyor belt,8,159.82,1278.56,completed,completed
SO-005778,240,Northwind Analytics BV,North America,2026-08-12,Label printer,24,201.43,4834.32,completed,completed
SO-006003,404,Ironvale Logistics SA,UK & Ireland,2026-08-12,Barcode scanner,24,393.77,9450.48,completed,completed
SO-005863,461,Harbourline Textiles Ltd,EMEA,2026-08-12,Barcode scanner,9,131.42,1182.78,completed,completed
SO-005869,62,Cedarcrest Textiles Inc,LATAM,2026-08-12,Tote bin,15,484.86,7272.90,pending,at_risk
SO-005702,28,Granite Foods BV,APAC,2026-08-12,Strapping machine,23,289.23,6652.29,completed,completed
SO-005957,5,Summit Logistics Ltd,North America,2026-08-12,Sorting arm,3,65.66,196.98,completed,completed
SO-005920,184,Ironvale Chemicals GmbH,UK & Ireland,2026-08-12,Cold-chain container,16,39.60,633.60,completed,completed
SO-005791,7,Kestrel Logistics GmbH,LATAM,2026-08-12,Conveyor belt,12,48.73,584.76,cancelled,at_risk
SO-005690,32,Pinehurst Foods BV,LATAM,2026-08-12,Safety cage,11,796.58,8762.38,pending,at_risk
SO-005650,43,Blue Ridge Analytics GmbH,APAC,2026-08-12,Pallet rack,21,422.70,8876.70,completed,completed
SO-005595,451,Sablewood Analytics BV,EMEA,2026-08-12,Conveyor belt,16,62.05,992.80,completed,completed
SO-005332,19,Windermere Logistics SA,UK & Ireland,2026-08-12,Cold-chain container,3,611.60,1834.80,completed,completed
SO-005783,3,Blue Ridge Logistics Ltd,APAC,2026-08-12,Weighing station,4,577.78,2311.12,completed,completed
SO-005781,65,Summit Textiles BV,North America,2026-08-12,Forklift battery,2,257.87,515.74,completed,completed
SO-005943,294,Alderway Medical SA,UK & Ireland,2026-08-12,Sorting arm,14,360.62,5048.68,completed,completed
SO-005769,425,Summit Foods Ltd,North America,2026-08-12,Weighing station,15,290.53,4357.95,completed,completed
SO-005475,291,Sablewood Medical GmbH,EMEA,2026-08-12,Weighing station,21,830.47,17439.87,cancelled,at_risk
SO-005927,1,Harbourline Logistics Ltd,EMEA,2026-08-12,Handheld terminal,23,878.97,20216.31,pending,at_risk
SO-005919,69,Meridian Textiles BV,UK & Ireland,2026-08-12,Barcode scanner,15,829.10,12436.50,completed,completed
SO-005756,458,Thistledown Analytics Ltd,APAC,2026-08-12,Dock leveller,2,153.11,306.22,completed,completed
SO-005942,29,Meridian Foods BV,UK & Ireland,2026-08-12,Safety cage,13,649.89,8448.57,pending,at_risk
SO-005612,7,Kestrel Logistics GmbH,LATAM,2026-08-12,Cold-chain container,8,511.02,4088.16,cancelled,at_risk
SO-005584,235,Copperfield Foods Inc,North America,2026-08-12,Cold-chain container,5,605.87,3029.35,pending,at_risk
SO-005353,144,Ironvale Ceramics Ltd,UK & Ireland,2026-08-12,Handheld terminal,24,812.60,19502.40,completed,completed
SO-005604,1,Harbourline Logistics Ltd,EMEA,2026-08-12,Strapping machine,25,951.46,23786.50,completed,completed
SO-005482,93,Silverbrook Medical Inc,APAC,2026-08-12,Pallet rack,3,923.98,2771.94,cancelled,at_risk
SO-005856,1,Harbourline Logistics Ltd,EMEA,2026-08-12,Strapping machine,2,86.44,172.88,completed,completed
SO-005597,1,Harbourline Logistics Ltd,EMEA,2026-08-12,Barcode scanner,18,802.95,14453.10,cancelled,at_risk
SO-005361,1,Harbourline Logistics Ltd,EMEA,2026-08-12,Forklift battery,7,544.80,3813.60,completed,completed
SO-005817,12,Pinehurst Logistics GmbH,LATAM,2026-08-12,Sorting arm,13,641.59,8340.67,cancelled,at_risk
SO-005415,5,Summit Logistics Ltd,North America,2026-08-13,Barcode scanner,11,785.33,8638.63,completed,completed
SO-005829,93,Silverbrook Medical Inc,APAC,2026-08-13,Handheld terminal,25,734.57,18364.25,cancelled,at_risk
SO-005506,120,Northwind Freight SA,North America,2026-08-13,Strapping machine,2,809.23,1618.46,completed,completed
SO-005847,16,Marlowe Logistics SA,EMEA,2026-08-13,Conveyor belt,18,325.67,5862.06,cancelled,at_risk
SO-005886,172,Pinehurst Instruments BV,LATAM,2026-08-13,Safety cage,7,565.91,3961.37,completed,completed
SO-005600,63,Blue Ridge Textiles BV,APAC,2026-08-13,Shrink wrapper,21,48.58,1020.18,completed,completed
SO-005537,49,Meridian Analytics SA,UK & Ireland,2026-08-13,Sorting arm,8,295.15,2361.20,completed,completed
SO-005372,487,Kestrel Medical BV,LATAM,2026-08-13,Label printer,18,246.93,4444.74,cancelled,at_risk
SO-005619,94,Alderway Medical Inc,UK & Ireland,2026-08-13,Handheld terminal,15,500.81,7512.15,completed,completed
SO-005833,1,Harbourline Logistics Ltd,EMEA,2026-08-13,Conveyor belt,4,774.35,3097.40,completed,completed
SO-005924,8,Granite Logistics GmbH,APAC,2026-08-13,Dock leveller,20,482.54,9650.80,cancelled,at_risk
SO-005719,230,Foxglove Foods SA,North America,2026-08-13,Sorting arm,15,439.35,6590.25,pending,at_risk
SO-005363,38,Thistledown Foods Ltd,APAC,2026-08-13,Weighing station,9,232.85,2095.65,completed,completed
SO-005700,242,Cedarcrest Analytics BV,LATAM,2026-08-13,Dock leveller,21,438.26,9203.46,pending,at_risk
SO-005947,27,Kestrel Foods Inc,LATAM,2026-08-13,Barcode scanner,18,538.49,9692.82,cancelled,at_risk
SO-005931,8,Granite Logistics GmbH,APAC,2026-08-13,Conveyor belt,2,941.70,1883.40,completed,completed
SO-005468,406,Lakeshore Logistics Inc,EMEA,2026-08-13,Pallet rack,14,142.89,2000.46,completed,completed
SO-005838,392,Pinehurst Chemicals GmbH,LATAM,2026-08-13,Shrink wrapper,9,595.25,5357.25,completed,completed
SO-005862,2,Cedarcrest Logistics Ltd,LATAM,2026-08-13,Label printer,8,419.18,3353.44,pending,at_risk
SO-005751,91,Sablewood Medical Inc,EMEA,2026-08-13,Barcode scanner,22,692.27,15229.94,completed,completed
SO-005324,378,Thistledown Instruments BV,APAC,2026-08-13,Strapping machine,20,372.26,7445.20,completed,completed
SO-005956,14,Alderway Logistics SA,UK & Ireland,2026-08-13,Safety cage,2,798.58,1597.16,completed,completed
SO-005492,8,Granite Logistics GmbH,APAC,2026-08-13,Strapping machine,13,686.55,8925.15,completed,completed
SO-005732,430,Foxglove Foods GmbH,North America,2026-08-13,Safety cage,3,63.48,190.44,completed,completed
SO-005362,412,Pinehurst Logistics Inc,LATAM,2026-08-13,Shrink wrapper,8,316.37,2530.96,cancelled,at_risk
SO-005663,1,Harbourline Logistics Ltd,EMEA,2026-08-13,Sorting arm,9,707.32,6365.88,pending,at_risk
SO-005390,411,Sablewood Logistics Inc,EMEA,2026-08-13,Shrink wrapper,11,164.20,1806.20,completed,completed
SO-005589,11,Sablewood Logistics GmbH,EMEA,2026-08-13,Tote bin,10,590.89,5908.90,pending,at_risk
SO-005266,16,Marlowe Logistics SA,EMEA,2026-08-14,Dock leveller,12,522.32,6267.84,pending,at_risk
SO-005405,45,Summit Analytics GmbH,North America,2026-08-14,Weighing station,1,772.35,772.35,completed,completed
SO-005346,368,Granite Instruments SA,APAC,2026-08-14,Cold-chain container,17,725.31,12330.27,completed,completed
SO-005488,343,Blue Ridge Ceramics BV,APAC,2026-08-14,Shrink wrapper,9,274.20,2467.80,completed,completed
SO-005507,2,Cedarcrest Logistics Ltd,LATAM,2026-08-14,Handheld terminal,3,852.65,2557.95,completed,completed
SO-005259,18,Thistledown Logistics SA,APAC,2026-08-14,Conveyor belt,5,745.42,3727.10,completed,completed
SO-005322,1,Harbourline Logistics Ltd,EMEA,2026-08-14,Dock leveller,18,671.27,12082.86,completed,completed
SO-005819,25,Summit Foods Inc,North America,2026-08-14,Conveyor belt,15,113.12,1696.80,completed,completed
SO-005320,5,Summit Logistics Ltd,North America,2026-08-14,Shrink wrapper,16,523.80,8380.80,completed,completed
SO-006008,19,Windermere Logistics SA,UK & Ireland,2026-08-14,Dock leveller,4,203.92,815.68,completed,completed
SO-005968,259,Windermere Analytics SA,UK & Ireland,2026-08-14,Strapping machine,14,39.96,559.44,completed,completed
SO-005678,150,Foxglove Ceramics GmbH,North America,2026-08-14,Pallet rack,24,706.70,16960.80,cancelled,at_risk
SO-005626,136,Marlowe Freight BV,EMEA,2026-08-14,Cold-chain container,22,809.00,17798.00,cancelled,at_risk
SO-005553,122,Cedarcrest Freight SA,LATAM,2026-08-14,Conveyor belt,24,471.30,11311.20,completed,completed
SO-005996,406,Lakeshore Logistics Inc,EMEA,2026-08-14,Strapping machine,17,756.82,12865.94,cancelled,at_risk
SO-005271,1,Harbourline Logistics Ltd,EMEA,2026-08-14,Sorting arm,17,734.65,12489.05,pending,at_risk
SO-005990,1,Harbourline Logistics Ltd,EMEA,2026-08-14,Cold-chain container,11,609.55,6705.05,completed,completed
SO-005767,113,Silverbrook Robotics GmbH,APAC,2026-08-14,Forklift battery,13,875.14,11376.82,cancelled,at_risk
SO-005570,30,Foxglove Foods BV,North America,2026-08-14,Cold-chain container,16,256.28,4100.48,completed,completed
SO-005714,319,Windermere Robotics Ltd,UK & Ireland,2026-08-14,Dock leveller,10,327.47,3274.70,completed,completed
SO-006001,54,Alderway Analytics SA,UK & Ireland,2026-08-14,Conveyor belt,22,528.88,11635.36,cancelled,at_risk
SO-005892,126,Lakeshore Freight Inc,EMEA,2026-08-14,Cold-chain container,13,236.09,3069.17,completed,completed
SO-005555,276,Marlowe Textiles BV,EMEA,2026-08-14,Barcode scanner,1,322.75,322.75,completed,completed
SO-005403,1,Harbourline Logistics Ltd,EMEA,2026-08-14,Forklift battery,24,651.76,15642.24,completed,completed
SO-005566,34,Alderway Foods BV,UK & Ireland,2026-08-14,Pallet rack,12,417.64,5011.68,completed,completed
SO-005285,167,Kestrel Instruments Inc,LATAM,2026-08-14,Sorting arm,6,35.95,215.70,completed,completed
SO-005787,457,Ravensgate Analytics Ltd,LATAM,2026-08-14,Handheld terminal,8,880.06,7040.48,cancelled,at_risk
SO-005917,132,Pinehurst Freight Inc,LATAM,2026-08-14,Conveyor belt,13,834.48,10848.24,cancelled,at_risk
SO-005594,86,Lakeshore Medical SA,EMEA,2026-08-14,Pallet rack,15,570.52,8557.80,cancelled,at_risk
SO-005810,10,Foxglove Logistics GmbH,North America,2026-08-14,Shrink wrapper,6,196.65,1179.90,completed,completed
SO-005823,252,Pinehurst Analytics GmbH,LATAM,2026-08-14,Forklift battery,19,609.33,11577.27,pending,at_risk
SO-005509,17,Ravensgate Logistics SA,LATAM,2026-08-15,Sorting arm,5,510.69,2553.45,completed,completed
SO-005802,460,Northwind Textiles Ltd,North America,2026-08-15,Safety cage,23,557.04,12811.92,completed,completed
SO-005666,9,Meridian Logistics GmbH,UK & Ireland,2026-08-15,Label printer,12,172.85,2074.20,completed,completed
SO-005480,40,Northwind Analytics Ltd,North America,2026-08-15,Safety cage,1,401.80,401.80,completed,completed
SO-005831,3,Blue Ridge Logistics Ltd,APAC,2026-08-15,Sorting arm,2,955.22,1910.44,completed,completed
SO-005470,1,Harbourline Logistics Ltd,EMEA,2026-08-15,Label printer,16,670.07,10721.12,completed,completed
SO-005524,143,Blue Ridge Ceramics Ltd,APAC,2026-08-15,Pallet rack,20,393.27,7865.40,cancelled,at_risk
SO-005521,64,Ironvale Textiles BV,UK & Ireland,2026-08-15,Handheld terminal,17,524.80,8921.60,completed,completed
SO-005314,192,Pinehurst Chemicals SA,LATAM,2026-08-15,Pallet rack,10,680.10,6801.00,cancelled,at_risk
SO-005531,95,Copperfield Medical Inc,North America,2026-08-15,Weighing station,2,315.91,631.82,completed,completed
SO-005984,31,Sablewood Foods BV,EMEA,2026-08-15,Safety cage,5,815.12,4075.60,completed,completed
SO-005848,436,Marlowe Foods SA,EMEA,2026-08-15,Label printer,19,477.34,9069.46,cancelled,at_risk
SO-005728,12,Pinehurst Logistics GmbH,LATAM,2026-08-15,Dock leveller,24,797.74,19145.76,pending,at_risk
SO-005706,403,Blue Ridge Logistics SA,APAC,2026-08-15,Pallet rack,2,696.01,1392.02,completed,completed
SO-005478,166,Lakeshore Instruments Inc,EMEA,2026-08-15,Strapping machine,24,387.21,9293.04,cancelled,at_risk
SO-005379,1,Harbourline Logistics Ltd,EMEA,2026-08-15,Tote bin,25,151.63,3790.75,completed,completed
SO-005291,206,Lakeshore Logistics BV,EMEA,2026-08-15,Forklift battery,12,593.45,7121.40,completed,completed
SO-005891,21,Harbourline Foods Inc,EMEA,2026-08-15,Barcode scanner,12,691.31,8295.72,completed,completed
SO-005784,1,Harbourline Logistics Ltd,EMEA,2026-08-15,Dock leveller,5,460.92,2304.60,completed,completed
SO-005608,156,Marlowe Ceramics SA,EMEA,2026-08-15,Pallet rack,4,24.42,97.68,completed,completed
SO-005729,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-15,Tote bin,25,429.49,10737.25,completed,completed
SO-005347,18,Thistledown Logistics SA,APAC,2026-08-15,Forklift battery,18,503.07,9055.26,pending,at_risk
SO-005752,192,Pinehurst Chemicals SA,LATAM,2026-08-15,Cold-chain container,23,534.91,12302.93,pending,at_risk
SO-005716,1,Harbourline Logistics Ltd,EMEA,2026-08-15,Strapping machine,12,607.73,7292.76,completed,completed
SO-005520,292,Pinehurst Medical GmbH,LATAM,2026-08-15,Strapping machine,16,240.78,3852.48,cancelled,at_risk
SO-005890,75,Copperfield Textiles Ltd,North America,2026-08-15,Label printer,11,848.66,9335.26,cancelled,at_risk
SO-005305,18,Thistledown Logistics SA,APAC,2026-08-15,Forklift battery,1,407.36,407.36,completed,completed
SO-005508,7,Kestrel Logistics GmbH,LATAM,2026-08-15,Safety cage,4,560.75,2243.00,completed,completed
SO-005513,96,Marlowe Medical Inc,EMEA,2026-08-16,Barcode scanner,9,871.09,7839.81,completed,completed
SO-005633,305,Summit Robotics Inc,North America,2026-08-16,Handheld terminal,4,293.13,1172.52,completed,completed
SO-005907,27,Kestrel Foods Inc,LATAM,2026-08-16,Forklift battery,3,770.16,2310.48,completed,completed
SO-005575,453,Silverbrook Analytics BV,APAC,2026-08-16,Tote bin,21,165.34,3472.14,completed,completed
SO-005494,9,Meridian Logistics GmbH,UK & Ireland,2026-08-16,Safety cage,15,839.00,12585.00,pending,at_risk
SO-005926,48,Granite Analytics GmbH,APAC,2026-08-16,Strapping machine,22,799.17,17581.74,completed,completed
SO-006002,245,Summit Analytics Ltd,North America,2026-08-16,Label printer,23,124.19,2856.37,pending,at_risk
SO-005827,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Tote bin,23,825.03,18975.69,completed,completed
SO-005671,39,Windermere Foods Ltd,UK & Ireland,2026-08-16,Weighing station,17,684.29,11632.93,completed,completed
SO-005715,388,Granite Chemicals Ltd,APAC,2026-08-16,Tote bin,11,335.24,3687.64,pending,at_risk
SO-005534,10,Foxglove Logistics GmbH,North America,2026-08-16,Strapping machine,5,226.31,1131.55,completed,completed
SO-005232,2,Cedarcrest Logistics Ltd,LATAM,2026-08-16,Label printer,3,251.23,753.69,completed,completed
SO-005438,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Safety cage,9,922.86,8305.74,pending,at_risk
SO-005340,28,Granite Foods BV,APAC,2026-08-16,Safety cage,11,92.31,1015.41,completed,completed
SO-005949,40,Northwind Analytics Ltd,North America,2026-08-16,Forklift battery,20,275.89,5517.80,completed,completed
SO-005616,9,Meridian Logistics GmbH,UK & Ireland,2026-08-16,Dock leveller,12,114.97,1379.64,completed,completed
SO-005923,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Weighing station,19,468.77,8906.63,pending,at_risk
SO-005236,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Shrink wrapper,7,258.27,1807.89,completed,completed
SO-005348,253,Silverbrook Analytics GmbH,APAC,2026-08-16,Shrink wrapper,19,668.49,12701.31,pending,at_risk
SO-005755,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Weighing station,1,600.84,600.84,completed,completed
